listing_id,title,make,model,year,price,mileage,province,vehicle_type,source,scraped_at,vehicle_age,age_bucket
mock_0166,Toyota Fortuner 2018,Toyota,Fortuner,2018,655000.0,90900.0,Hat Yai (Songkhla),Car,Mock,2026-07-07T10:54:42.639371,8,6-10 yrs
mock_0167,Toyota Fortuner 2020,Toyota,Fortuner,2020,612000.0,117300.0,Khon Kaen,Car,Mock,2026-07-07T10:54:42.639371,6,6-10 yrs
mock_0168,Yamaha R15 2022,Yamaha,R15,2022,64000.0,70400.0,Udon Thani,Motorcycle,Mock,2026-07-07T10:54:42.639371,4,3-5 yrs
mock_0169,Nissan Navara 2014,Nissan,Navara,2014,374000.0,164200.0,Udon Thani,Car,Mock,2026-07-07T10:54:42.639371,12,10+ yrs
mock_0170,Toyota Corolla 2019,Toyota,Corolla,2019,286000.0,99200.0,Nonthaburi,Car,Mock,2026-07-07T10:54:42.639371,7,6-10 yrs
mock_0171,Honda Jazz 2013,Honda,Jazz,2013,165000.0,103100.0,Lampang,Car,Mock,2026-07-07T10:54:42.639371,13,10+ yrs
mock_0172,Ford EcoSport 2014,Ford,Ecosport,2014,236000.0,171000.0,Nakhon Ratchasima,Car,Mock,2026-07-07T10:54:42.639371,12,10+ yrs
mock_0173,Toyota CHR 2023,Toyota,Chr,2023,476000.0,35800.0,Udon Thani,Car,Mock,2026-07-07T10:54:42.639371,3,3-5 yrs
mock_0174,Yamaha NMAX 155 2018,Yamaha,Nmax 155,2018,37000.0,116000.0,Lampang,Motorcycle,Mock,2026-07-07T10:54:42.639371,8,6-10 yrs
mock_0175,Honda City 2015,Honda,City,2015,217000.0,215100.0,Surat Thani,Car,Mock,2026-07-07T10:54:42.639371,11,10+ yrs
mock_0176,Toyota Hilux Revo 2019,Toyota,Hilux Revo,2019,441000.0,58300.0,Pathum Thani,Car,Mock,2026-07-07T10:54:42.639371,7,6-10 yrs
mock_0177,Honda HR-V 2017,Honda,Hr-V,2017,230000.0,123600.0,Rayong,Car,Mock,2026-07-07T10:54:42.639371,9,6-10 yrs
mock_0178,Suzuki GSX-S150 2017,Suzuki,Gsx-S150,2017,28000.0,105700.0,Chiang Mai,Motorcycle,Mock,2026-07-07T10:54:42.639371,9,6-10 yrs
mock_0179,Honda Click 150 2021,Honda,Click 150,2021,21000.0,88900.0,Hat Yai (Songkhla),Motorcycle,Mock,2026-07-07T10:54:42.639371,5,3-5 yrs
mock_0180,Mitsubishi Pajero 2020,Mitsubishi,Pajero,2020,540000.0,90800.0,Krabi,Car,Mock,2026-07-07T10:54:42.639371,6,6-10 yrs
mock_0181,Yamaha Aerox 155 2018,Yamaha,Aerox 155,2018,26000.0,107600.0,Rayong,Motorcycle,Mock,2026-07-07T10:54:42.639371,8,6-10 yrs
mock_0182,Kawasaki Z400 2023,Kawasaki,Z400,2023,120000.0,38900.0,Nonthaburi,Motorcycle,Mock,2026-07-07T10:54:42.639371,3,3-5 yrs
mock_0183,Toyota Yaris 2012,Toyota,Yaris,2012,226000.0,229400.0,Chiang Rai,Car,Mock,2026-07-07T10:54:42.639371,14,10+ yrs
mock_0184,BMW Series 3 2019,Bmw,Series 3,2019,691000.0,110100.0,Phuket,Car,Mock,2026-07-07T10:54:42.639371,7,6-10 yrs
mock_0185,Isuzu D-Max 2013,Isuzu,D-Max,2013,377000.0,245700.0,Prachuap Khiri Khan,Car,Mock,2026-07-07T10:54:42.639371,13,10+ yrs
mock_0186,Mazda CX-5 2016,Mazda,Cx-5,2016,492000.0,127500.0,Ubon Ratchathani,Car,Mock,2026-07-07T10:54:42.639371,10,6-10 yrs
mock_0187,Mazda 3 2016,Mazda,3,2016,305000.0,99400.0,Ubon Ratchathani,Car,Mock,2026-07-07T10:54:42.639371,10,6-10 yrs
mock_0188,Toyota Hilux Revo 2020,Toyota,Hilux Revo,2020,438000.0,73600.0,Lampang,Car,Mock,2026-07-07T10:54:42.639371,6,6-10 yrs
mock_0189,Honda PCX 160 2020,Honda,Pcx 160,2020,42000.0,62100.0,Prachuap Khiri Khan,Motorcycle,Mock,2026-07-07T10:54:42.639371,6,6-10 yrs
mock_0190,Ford Ranger 2016,Ford,Ranger,2016,408000.0,106900.0,Nakhon Ratchasima,Car,Mock,2026-07-07T10:54:42.639371,10,6-10 yrs
mock_0191,Toyota CHR 2019,Toyota,Chr,2019,292000.0,122100.0,Krabi,Car,Mock,2026-07-07T10:54:42.639371,7,6-10 yrs
mock_0192,Honda CR-V 2016,Honda,Cr-V,2016,439000.0,194500.0,Krabi,Car,Mock,2026-07-07T10:54:42.639371,10,6-10 yrs
mock_0193,Toyota Fortuner 2016,Toyota,Fortuner,2016,616000.0,116500.0,Rayong,Car,Mock,2026-07-07T10:54:42.639371,10,6-10 yrs
mock_0194,Mitsubishi Pajero 2017,Mitsubishi,Pajero,2017,575000.0,218900.0,Nakhon Ratchasima,Car,Mock,2026-07-07T10:54:42.639371,9,6-10 yrs
mock_0195,Toyota CHR 2019,Toyota,Chr,2019,413000.0,135200.0,Rayong,Car,Mock,2026-07-07T10:54:42.639371,7,6-10 yrs
mock_0196,Honda HR-V 2020,Honda,Hr-V,2020,313000.0,109600.0,Lampang,Car,Mock,2026-07-07T10:54:42.639371,6,6-10 yrs
mock_0197,Toyota CHR 2018,Toyota,Chr,2018,414000.0,75600.0,Nonthaburi,Car,Mock,2026-07-07T10:54:42.639371,8,6-10 yrs
mock_0198,Ford EcoSport 2015,Ford,Ecosport,2015,261000.0,196100.0,Khon Kaen,Car,Mock,2026-07-07T10:54:42.639371,11,10+ yrs
mock_0199,Toyota Yaris 2016,Toyota,Yaris,2016,164000.0,134600.0,Nakhon Ratchasima,Car,Mock,2026-07-07T10:54:42.639371,10,6-10 yrs
mock_0200,Honda HR-V 2015,Honda,Hr-V,2015,298000.0,158400.0,Chiang Mai,Car,Mock,2026-07-07T10:54:42.639371,11,10+ yrs
mock_0201,Honda CBR 150R 2020,Honda,Cbr 150R,2020,43000.0,110500.0,Ubon Ratchathani,Motorcycle,Mock,2026-07-07T10:54:42.639371,6,6-10 yrs
mock_0202,Nissan Navara 2017,Nissan,Navara,2017,337000.0,197700.0,Pathum Thani,Car,Mock,2026-07-07T10:54:42.639371,9,6-10 yrs
mock_0203,Mercedes-Benz C-Class 2017,Mercedes-Benz,C-Class,2017,1198000.0,183600.0,Rayong,Car,Mock,2026-07-07T10:54:42.639371,9,6-10 yrs
mock_0204,Kawasaki Ninja 300 2018,Kawasaki,Ninja 300,2018,59000.0,125400.0,Khon Kaen,Motorcycle,Mock,2026-07-07T10:54:42.639371,8,6-10 yrs
mock_0205,Nissan Note 2020,Nissan,Note,2020,191000.0,144300.0,Lampang,Car,Mock,2026-07-07T10:54:42.639371,6,6-10 yrs
mock_0206,Honda City 2016,Honda,City,2016,202000.0,215800.0,Khon Kaen,Car,Mock,2026-07-07T10:54:42.639371,10,6-10 yrs
mock_0207,Honda Click 150 2020,Honda,Click 150,2020,25000.0,128400.0,Bangkok,Motorcycle,Mock,2026-07-07T10:54:42.639371,6,6-10 yrs
mock_0208,Honda CBR 150R 2022,Honda,Cbr 150R,2022,53000.0,84700.0,Chiang Rai,Motorcycle,Mock,2026-07-07T10:54:42.639371,4,3-5 yrs
mock_0209,Nissan Navara 2020,Nissan,Navara,2020,238000.0,109200.0,Khon Kaen,Car,Mock,2026-07-07T10:54:42.639371,6,6-10 yrs
mock_0210,Toyota Hilux Revo 2018,Toyota,Hilux Revo,2018,488000.0,113400.0,Nakhon Sawan,Car,Mock,2026-07-07T10:54:42.639371,8,6-10 yrs
mock_0211,Yamaha NMAX 155 2019,Yamaha,Nmax 155,2019,27000.0,89700.0,Krabi,Motorcycle,Mock,2026-07-07T10:54:42.639371,7,6-10 yrs
mock_0212,Kawasaki Z400 2020,Kawasaki,Z400,2020,78000.0,69300.0,Samut Prakan,Motorcycle,Mock,2026-07-07T10:54:42.639371,6,6-10 yrs
mock_0213,Honda CBR 150R 2017,Honda,Cbr 150R,2017,42000.0,127800.0,Nakhon Sawan,Motorcycle,Mock,2026-07-07T10:54:42.639371,9,6-10 yrs
mock_0214,Suzuki GSX-S150 2022,Suzuki,Gsx-S150,2022,43000.0,43200.0,Bangkok,Motorcycle,Mock,2026-07-07T10:54:42.639371,4,3-5 yrs
mock_0215,BMW Series 3 2018,Bmw,Series 3,2018,913000.0,92500.0,Chiang Rai,Car,Mock,2026-07-07T10:54:42.639371,8,6-10 yrs
mock_0216,Toyota Yaris 2012,Toyota,Yaris,2012,222000.0,264800.0,Rayong,Car,Mock,2026-07-07T10:54:42.639371,14,10+ yrs
mock_0217,Yamaha R15 2023,Yamaha,R15,2023,70000.0,48800.0,Chiang Rai,Motorcycle,Mock,2026-07-07T10:54:42.639371,3,3-5 yrs
mock_0218,Toyota Yaris 2015,Toyota,Yaris,2015,209000.0,149600.0,Nakhon Ratchasima,Car,Mock,2026-07-07T10:54:42.639371,11,10+ yrs
mock_0219,Honda HR-V 2021,Honda,Hr-V,2021,358000.0,77100.0,Ubon Ratchathani,Car,Mock,2026-07-07T10:54:42.639371,5,3-5 yrs
mock_0220,Yamaha R15 2018,Yamaha,R15,2018,30000.0,101100.0,Pathum Thani,Motorcycle,Mock,2026-07-07T10:54:42.639371,8,6-10 yrs
mock_0221,Toyota Hilux Revo 2014,Toyota,Hilux Revo,2014,281000.0,207800.0,Saraburi,Car,Mock,2026-07-07T10:54:42.639371,12,10+ yrs
mock_0222,Yamaha R15 2021,Yamaha,R15,2021,48000.0,67100.0,Chiang Mai,Motorcycle,Mock,2026-07-07T10:54:42.639371,5,3-5 yrs
mock_0223,Suzuki Swift 2015,Suzuki,Swift,2015,166000.0,208700.0,Rayong,Car,Mock,2026-07-07T10:54:42.639371,11,10+ yrs
mock_0224,Suzuki Swift 2017,Suzuki,Swift,2017,180000.0,143200.0,Phuket,Car,Mock,2026-07-07T10:54:42.639371,9,6-10 yrs
mock_0225,Honda Click 150 2020,Honda,Click 150,2020,23000.0,79900.0,Nakhon Ratchasima,Motorcycle,Mock,2026-07-07T10:54:42.639371,6,6-10 yrs
mock_0226,Honda Civic 2019,Honda,Civic,2019,338000.0,128600.0,Hat Yai (Songkhla),Car,Mock,2026-07-07T10:54:42.639371,7,6-10 yrs
mock_0227,Honda CR-V 2014,Honda,Cr-V,2014,295000.0,202400.0,Hat Yai (Songkhla),Car,Mock,2026-07-07T10:54:42.639371,12,10+ yrs
mock_0228,Mitsubishi Triton 2020,Mitsubishi,Triton,2020,320000.0,96500.0,Nonthaburi,Car,Mock,2026-07-07T10:54:42.639371,6,6-10 yrs
mock_0229,Toyota Corolla 2019,Toyota,Corolla,2019,321000.0,86700.0,Phuket,Car,Mock,2026-07-07T10:54:42.639371,7,6-10 yrs
mock_0230,Nissan Almera 2015,Nissan,Almera,2015,194000.0,123100.0,Ubon Ratchathani,Car,Mock,2026-07-07T10:54:42.639371,11,10+ yrs
mock_0231,Mercedes-Benz C-Class 2020,Mercedes-Benz,C-Class,2020,895000.0,90200.0,Udon Thani,Car,Mock,2026-07-07T10:54:42.639371,6,6-10 yrs
mock_0232,Nissan Almera 2019,Nissan,Almera,2019,181000.0,120600.0,Saraburi,Car,Mock,2026-07-07T10:54:42.639371,7,6-10 yrs
mock_0233,Honda City 2016,Honda,City,2016,232000.0,175400.0,Surat Thani,Car,Mock,2026-07-07T10:54:42.639371,10,6-10 yrs
mock_0234,Yamaha MT-15 2022,Yamaha,Mt-15,2022,53000.0,55900.0,Ubon Ratchathani,Motorcycle,Mock,2026-07-07T10:54:42.639371,4,3-5 yrs
mock_0235,Toyota CHR 2018,Toyota,Chr,2018,437000.0,141300.0,Saraburi,Car,Mock,2026-07-07T10:54:42.639371,8,6-10 yrs
mock_0236,Suzuki GSX-S150 2020,Suzuki,Gsx-S150,2020,35000.0,90700.0,Lampang,Motorcycle,Mock,2026-07-07T10:54:42.639371,6,6-10 yrs
mock_0237,Nissan Navara 2019,Nissan,Navara,2019,384000.0,114100.0,Bangkok,Car,Mock,2026-07-07T10:54:42.639371,7,6-10 yrs
mock_0238,Mercedes-Benz C-Class 2018,Mercedes-Benz,C-Class,2018,1116000.0,118500.0,Phuket,Car,Mock,2026-07-07T10:54:42.639371,8,6-10 yrs
mock_0239,Toyota Yaris 2016,Toyota,Yaris,2016,216000.0,181200.0,Hat Yai (Songkhla),Car,Mock,2026-07-07T10:54:42.639371,10,6-10 yrs
mock_0240,Toyota Yaris 2018,Toyota,Yaris,2018,241000.0,136100.0,Lampang,Car,Mock,2026-07-07T10:54:42.639371,8,6-10 yrs
mock_0241,BMW Series 3 2019,Bmw,Series 3,2019,968000.0,111200.0,Khon Kaen,Car,Mock,2026-07-07T10:54:42.639371,7,6-10 yrs
mock_0242,Honda Click 150 2021,Honda,Click 150,2021,28000.0,59800.0,Nakhon Ratchasima,Motorcycle,Mock,2026-07-07T10:54:42.639371,5,3-5 yrs
mock_0243,Nissan Navara 2015,Nissan,Navara,2015,381000.0,194600.0,Udon Thani,Car,Mock,2026-07-07T10:54:42.639371,11,10+ yrs
mock_0244,Ford Ranger 2017,Ford,Ranger,2017,370000.0,127500.0,Nonthaburi,Car,Mock,2026-07-07T10:54:42.639371,9,6-10 yrs
mock_0245,Honda Jazz 2017,Honda,Jazz,2017,186000.0,161800.0,Prachuap Khiri Khan,Car,Mock,2026-07-07T10:54:42.639371,9,6-10 yrs
mock_0246,Toyota Hilux Revo 2014,Toyota,Hilux Revo,2014,319000.0,200400.0,Pathum Thani,Car,Mock,2026-07-07T10:54:42.639371,12,10+ yrs
mock_0247,Honda CBR 150R 2018,Honda,Cbr 150R,2018,41000.0,132400.0,Surat Thani,Motorcycle,Mock,2026-07-07T10:54:42.639371,8,6-10 yrs
mock_0248,Yamaha R15 2022,Yamaha,R15,2022,64000.0,57800.0,Chiang Mai,Motorcycle,Mock,2026-07-07T10:54:42.639371,4,3-5 yrs
mock_0249,Honda CR-V 2014,Honda,Cr-V,2014,442000.0,198800.0,Nakhon Ratchasima,Car,Mock,2026-07-07T10:54:42.639371,12,10+ yrs
mock_0250,Mazda CX-5 2017,Mazda,Cx-5,2017,494000.0,115800.0,Chiang Rai,Car,Mock,2026-07-07T10:54:42.639371,9,6-10 yrs
mock_0251,Kawasaki Ninja 300 2018,Kawasaki,Ninja 300,2018,55000.0,82700.0,Samut Prakan,Motorcycle,Mock,2026-07-07T10:54:42.639371,8,6-10 yrs
mock_0252,Honda Jazz 2018,Honda,Jazz,2018,164000.0,114400.0,Nonthaburi,Car,Mock,2026-07-07T10:54:42.639371,8,6-10 yrs
mock_0253,Mazda CX-5 2018,Mazda,Cx-5,2018,470000.0,100800.0,Lampang,Car,Mock,2026-07-07T10:54:42.639371,8,6-10 yrs
mock_0254,Yamaha Aerox 155 2020,Yamaha,Aerox 155,2020,39000.0,87200.0,Lampang,Motorcycle,Mock,2026-07-07T10:54:42.639371,6,6-10 yrs
mock_0255,Yamaha Aerox 155 2022,Yamaha,Aerox 155,2022,44000.0,37600.0,Krabi,Motorcycle,Mock,2026-07-07T10:54:42.639371,4,3-5 yrs
mock_0256,Yamaha R15 2021,Yamaha,R15,2021,53000.0,66600.0,Udon Thani,Motorcycle,Mock,2026-07-07T10:54:42.639371,5,3-5 yrs
mock_0257,Mercedes-Benz C-Class 2016,Mercedes-Benz,C-Class,2016,906000.0,156900.0,Saraburi,Car,Mock,2026-07-07T10:54:42.639371,10,6-10 yrs
mock_0258,Mitsubishi Pajero 2020,Mitsubishi,Pajero,2020,537000.0,99000.0,Krabi,Car,Mock,2026-07-07T10:54:42.639371,6,6-10 yrs
mock_0259,Honda City 2018,Honda,City,2018,241000.0,128800.0,Chiang Rai,Car,Mock,2026-07-07T10:54:42.639371,8,6-10 yrs
mock_0260,Honda Jazz 2016,Honda,Jazz,2016,184000.0,77500.0,Khon Kaen,Car,Mock,2026-07-07T10:54:42.639371,10,6-10 yrs
mock_0261,Suzuki Swift 2012,Suzuki,Swift,2012,121000.0,154300.0,Krabi,Car,Mock,2026-07-07T10:54:42.639371,14,10+ yrs
mock_0262,Mazda CX-5 2021,Mazda,Cx-5,2021,465000.0,78700.0,Lampang,Car,Mock,2026-07-07T10:54:42.639371,5,3-5 yrs
mock_0263,Kawasaki Ninja 300 2018,Kawasaki,Ninja 300,2018,60000.0,169200.0,Chiang Rai,Motorcycle,Mock,2026-07-07T10:54:42.639371,8,6-10 yrs
mock_0264,Suzuki Swift 2018,Suzuki,Swift,2018,197000.0,88300.0,Udon Thani,Car,Mock,2026-07-07T10:54:42.639371,8,6-10 yrs
mock_0265,Nissan Navara 2020,Nissan,Navara,2020,356000.0,76800.0,Samut Prakan,Car,Mock,2026-07-07T10:54:42.639371,6,6-10 yrs
mock_0266,Toyota Hilux Revo 2016,Toyota,Hilux Revo,2016,415000.0,144000.0,Hat Yai (Songkhla),Car,Mock,2026-07-07T10:54:42.639371,10,6-10 yrs
mock_0267,Ford EcoSport 2014,Ford,Ecosport,2014,240000.0,260300.0,Chiang Mai,Car,Mock,2026-07-07T10:54:42.639371,12,10+ yrs
mock_0268,Honda HR-V 2018,Honda,Hr-V,2018,324000.0,144900.0,Nakhon Ratchasima,Car,Mock,2026-07-07T10:54:42.639371,8,6-10 yrs
mock_0269,Isuzu D-Max 2013,Isuzu,D-Max,2013,411000.0,227100.0,Udon Thani,Car,Mock,2026-07-07T10:54:42.639371,13,10+ yrs
mock_0270,Yamaha R15 2022,Yamaha,R15,2022,65000.0,49700.0,Surat Thani,Motorcycle,Mock,2026-07-07T10:54:42.639371,4,3-5 yrs
mock_0271,Mitsubishi Pajero 2018,Mitsubishi,Pajero,2018,571000.0,129900.0,Udon Thani,Car,Mock,2026-07-07T10:54:42.639371,8,6-10 yrs
mock_0272,Mitsubishi Pajero 2020,Mitsubishi,Pajero,2020,558000.0,117700.0,Khon Kaen,Car,Mock,2026-07-07T10:54:42.639371,6,6-10 yrs
mock_0273,Mitsubishi Pajero 2021,Mitsubishi,Pajero,2021,556000.0,98300.0,Udon Thani,Car,Mock,2026-07-07T10:54:42.639371,5,3-5 yrs
mock_0274,Yamaha R15 2022,Yamaha,R15,2022,56000.0,85900.0,Khon Kaen,Motorcycle,Mock,2026-07-07T10:54:42.639371,4,3-5 yrs
mock_0275,Honda Civic 2017,Honda,Civic,2017,332000.0,140600.0,Samut Prakan,Car,Mock,2026-07-07T10:54:42.639371,9,6-10 yrs
mock_0276,Toyota Fortuner 2022,Toyota,Fortuner,2022,707000.0,51700.0,Khon Kaen,Car,Mock,2026-07-07T10:54:42.639371,4,3-5 yrs
mock_0277,Toyota Camry 2012,Toyota,Camry,2012,603000.0,245700.0,Pathum Thani,Car,Mock,2026-07-07T10:54:42.639371,14,10+ yrs
mock_0278,Mitsubishi Pajero 2016,Mitsubishi,Pajero,2016,367000.0,162900.0,Chiang Mai,Car,Mock,2026-07-07T10:54:42.639371,10,6-10 yrs
mock_0279,Isuzu D-Max 2014,Isuzu,D-Max,2014,409000.0,165100.0,Rayong,Car,Mock,2026-07-07T10:54:42.639371,12,10+ yrs
mock_0280,Yamaha MT-15 2022,Yamaha,Mt-15,2022,62000.0,72300.0,Bangkok,Motorcycle,Mock,2026-07-07T10:54:42.639371,4,3-5 yrs
mock_0281,Mazda 3 2019,Mazda,3,2019,326000.0,157900.0,Saraburi,Car,Mock,2026-07-07T10:54:42.639371,7,6-10 yrs
mock_0282,Kawasaki Z400 2020,Kawasaki,Z400,2020,69000.0,70800.0,Chonburi,Motorcycle,Mock,2026-07-07T10:54:42.639371,6,6-10 yrs
mock_0283,Suzuki Swift 2017,Suzuki,Swift,2017,188000.0,83200.0,Nakhon Ratchasima,Car,Mock,2026-07-07T10:54:42.639371,9,6-10 yrs
mock_0284,Mitsubishi Pajero 2018,Mitsubishi,Pajero,2018,514000.0,159300.0,Lampang,Car,Mock,2026-07-07T10:54:42.639371,8,6-10 yrs
mock_0285,Mazda CX-5 2022,Mazda,Cx-5,2022,346000.0,63700.0,Samut Prakan,Car,Mock,2026-07-07T10:54:42.639371,4,3-5 yrs
mock_0286,Toyota Camry 2016,Toyota,Camry,2016,537000.0,182900.0,Surat Thani,Car,Mock,2026-07-07T10:54:42.639371,10,6-10 yrs
mock_0287,Toyota Camry 2016,Toyota,Camry,2016,567000.0,121300.0,Ubon Ratchathani,Car,Mock,2026-07-07T10:54:42.639371,10,6-10 yrs
mock_0288,Mazda 3 2018,Mazda,3,2018,294000.0,134500.0,Surat Thani,Car,Mock,2026-07-07T10:54:42.639371,8,6-10 yrs
mock_0289,Mercedes-Benz C-Class 2018,Mercedes-Benz,C-Class,2018,1039000.0,113000.0,Krabi,Car,Mock,2026-07-07T10:54:42.639371,8,6-10 yrs
mock_0290,Mercedes-Benz C-Class 2019,Mercedes-Benz,C-Class,2019,1144000.0,155500.0,Pathum Thani,Car,Mock,2026-07-07T10:54:42.639371,7,6-10 yrs
mock_0291,Nissan Almera 2019,Nissan,Almera,2019,201000.0,83300.0,Prachuap Khiri Khan,Car,Mock,2026-07-07T10:54:42.639371,7,6-10 yrs
mock_0292,Honda City 2020,Honda,City,2020,247000.0,83400.0,Khon Kaen,Car,Mock,2026-07-07T10:54:42.639371,6,6-10 yrs
mock_0293,Honda CR-V 2016,Honda,Cr-V,2016,482000.0,151000.0,Nakhon Sawan,Car,Mock,2026-07-07T10:54:42.639371,10,6-10 yrs
mock_0294,Toyota CHR 2019,Toyota,Chr,2019,326000.0,114600.0,Chiang Mai,Car,Mock,2026-07-07T10:54:42.639371,7,6-10 yrs
mock_0295,Yamaha Aerox 155 2018,Yamaha,Aerox 155,2018,37000.0,112500.0,Bangkok,Motorcycle,Mock,2026-07-07T10:54:42.639371,8,6-10 yrs
mock_0296,Ford EcoSport 2019,Ford,Ecosport,2019,218000.0,79200.0,Chiang Mai,Car,Mock,2026-07-07T10:54:42.639371,7,6-10 yrs
mock_0297,Toyota Yaris 2013,Toyota,Yaris,2013,199000.0,184200.0,Hat Yai (Songkhla),Car,Mock,2026-07-07T10:54:42.639371,13,10+ yrs
mock_0298,Mercedes-Benz C-Class 2019,Mercedes-Benz,C-Class,2019,1089000.0,104800.0,Saraburi,Car,Mock,2026-07-07T10:54:42.639371,7,6-10 yrs
mock_0299,Honda HR-V 2016,Honda,Hr-V,2016,296000.0,167200.0,Samut Prakan,Car,Mock,2026-07-07T10:54:42.639371,10,6-10 yrs
mock_0300,Toyota Camry 2020,Toyota,Camry,2020,603000.0,108400.0,Rayong,Car,Mock,2026-07-07T10:54:42.639371,6,6-10 yrs
mock_0301,Nissan Navara 2017,Nissan,Navara,2017,347000.0,148700.0,Chonburi,Car,Mock,2026-07-07T10:54:42.639371,9,6-10 yrs
mock_0302,Toyota Hilux Revo 2014,Toyota,Hilux Revo,2014,464000.0,103900.0,Phuket,Car,Mock,2026-07-07T10:54:42.639371,12,10+ yrs
mock_0303,Honda Civic 2020,Honda,Civic,2020,346000.0,54900.0,Chiang Mai,Car,Mock,2026-07-07T10:54:42.639371,6,6-10 yrs
mock_0304,Honda Wave 110 2013,Honda,Wave 110,2013,14000.0,111300.0,Surat Thani,Motorcycle,Mock,2026-07-07T10:54:42.639371,13,10+ yrs
mock_0305,Nissan Navara 2015,Nissan,Navara,2015,355000.0,141300.0,Khon Kaen,Car,Mock,2026-07-07T10:54:42.639371,11,10+ yrs
mock_0306,Kawasaki Z400 2022,Kawasaki,Z400,2022,106000.0,97100.0,Nonthaburi,Motorcycle,Mock,2026-07-07T10:54:42.639371,4,3-5 yrs
mock_0307,Honda Click 150 2014,Honda,Click 150,2014,18000.0,228400.0,Nakhon Ratchasima,Motorcycle,Mock,2026-07-07T10:54:42.639371,12,10+ yrs
mock_0308,Honda CBR 150R 2019,Honda,Cbr 150R,2019,37000.0,129600.0,Samut Prakan,Motorcycle,Mock,2026-07-07T10:54:42.639371,7,6-10 yrs
mock_0309,Mazda 3 2018,Mazda,3,2018,318000.0,145700.0,Hat Yai (Songkhla),Car,Mock,2026-07-07T10:54:42.639371,8,6-10 yrs
mock_0310,Kawasaki Z400 2022,Kawasaki,Z400,2022,106000.0,67100.0,Ubon Ratchathani,Motorcycle,Mock,2026-07-07T10:54:42.639371,4,3-5 yrs
mock_0311,Mercedes-Benz C-Class 2022,Mercedes-Benz,C-Class,2022,1329000.0,37400.0,Krabi,Car,Mock,2026-07-07T10:54:42.639371,4,3-5 yrs
mock_0312,Toyota Hilux Revo 2014,Toyota,Hilux Revo,2014,412000.0,267200.0,Saraburi,Car,Mock,2026-07-07T10:54:42.639371,12,10+ yrs
mock_0313,Ford EcoSport 2013,Ford,Ecosport,2013,226000.0,247900.0,Bangkok,Car,Mock,2026-07-07T10:54:42.639371,13,10+ yrs
mock_0314,Ford EcoSport 2017,Ford,Ecosport,2017,170000.0,200600.0,Krabi,Car,Mock,2026-07-07T10:54:42.639371,9,6-10 yrs
mock_0315,Ford EcoSport 2014,Ford,Ecosport,2014,260000.0,163100.0,Saraburi,Car,Mock,2026-07-07T10:54:42.639371,12,10+ yrs
mock_0316,BMW Series 3 2017,Bmw,Series 3,2017,857000.0,160000.0,Nakhon Sawan,Car,Mock,2026-07-07T10:54:42.639371,9,6-10 yrs
mock_0317,Mazda CX-5 2021,Mazda,Cx-5,2021,463000.0,117100.0,Khon Kaen,Car,Mock,2026-07-07T10:54:42.639371,5,3-5 yrs
mock_0318,Toyota Corolla 2017,Toyota,Corolla,2017,303000.0,132900.0,Pathum Thani,Car,Mock,2026-07-07T10:54:42.639371,9,6-10 yrs
mock_0319,Suzuki Swift 2016,Suzuki,Swift,2016,176000.0,187300.0,Nakhon Ratchasima,Car,Mock,2026-07-07T10:54:42.639371,10,6-10 yrs
mock_0320,Nissan Note 2013,Nissan,Note,2013,197000.0,229000.0,Chiang Rai,Car,Mock,2026-07-07T10:54:42.639371,13,10+ yrs
mock_0321,Honda CR-V 2019,Honda,Cr-V,2019,470000.0,171100.0,Chiang Mai,Car,Mock,2026-07-07T10:54:42.639371,7,6-10 yrs
mock_0322,Kawasaki Z400 2023,Kawasaki,Z400,2023,90000.0,37500.0,Hat Yai (Songkhla),Motorcycle,Mock,2026-07-07T10:54:42.639371,3,3-5 yrs
mock_0323,Honda HR-V 2018,Honda,Hr-V,2018,292000.0,109000.0,Chiang Rai,Car,Mock,2026-07-07T10:54:42.639371,8,6-10 yrs
mock_0324,Toyota Fortuner 2018,Toyota,Fortuner,2018,617000.0,157000.0,Bangkok,Car,Mock,2026-07-07T10:54:42.639371,8,6-10 yrs
mock_0325,Toyota Camry 2012,Toyota,Camry,2012,413000.0,207400.0,Surat Thani,Car,Mock,2026-07-07T10:54:42.639371,14,10+ yrs
mock_0326,Toyota Corolla 2013,Toyota,Corolla,2013,319000.0,128500.0,Chonburi,Car,Mock,2026-07-07T10:54:42.639371,13,10+ yrs
mock_0327,Kawasaki Z400 2022,Kawasaki,Z400,2022,102000.0,67200.0,Udon Thani,Motorcycle,Mock,2026-07-07T10:54:42.639371,4,3-5 yrs
mock_0328,Honda Wave 110 2019,Honda,Wave 110,2019,15000.0,114000.0,Samut Prakan,Motorcycle,Mock,2026-07-07T10:54:42.639371,7,6-10 yrs
mock_0329,Mazda 3 2019,Mazda,3,2019,309000.0,55700.0,Rayong,Car,Mock,2026-07-07T10:54:42.639371,7,6-10 yrs
mock_0330,Honda PCX 160 2019,Honda,Pcx 160,2019,40000.0,67200.0,Hat Yai (Songkhla),Motorcycle,Mock,2026-07-07T10:54:42.639371,7,6-10 yrs
mock_0331,Suzuki Swift 2018,Suzuki,Swift,2018,194000.0,91000.0,Prachuap Khiri Khan,Car,Mock,2026-07-07T10:54:42.639371,8,6-10 yrs
